Data,IDVenditore,IDAcquirente,Valore
2019-03-02,utente_2,utente_1,131
2019-03-02,utente_7,utente_2,149
2019-03-02,utente_9,utente_3,220
2019-03-02,utente_4,utente_5,429
2019-03-02,utente_7,utente_10,866
2019-03-02,utente_1,utente_6,631
2019-03-02,utente_8,utente_7,627
2019-03-02,utente_4,utente_3,123
2019-03-02,utente_9,utente_3,722
2019-03-02,utente_5,utente_9,67
2019-03-02,utente_1,utente_3,645
2019-03-02,utente_9,utente_3,516
2019-03-02,utente_9,utente_8,748
2019-03-02,utente_8,utente_6,530
2019-03-02,utente_4,utente_8,542
2019-03-02,utente_8,utente_10,517
2019-03-02,utente_2,utente_4,941
2019-03-02,utente_6,utente_1,642
2019-03-02,utente_2,utente_4,537
2019-03-02,utente_1,utente_2,966
2019-03-02,utente_10,utente_3,745
2019-03-02,utente_7,utente_5,992
2019-03-02,utente_9,utente_2,307
2019-03-02,utente_4,utente_1,939
2019-03-02,utente_3,utente_2,596
2019-03-02,utente_4,utente_7,321
2019-03-02,utente_1,utente_5,814
2019-03-02,utente_4,utente_6,792
2019-03-02,utente_9,utente_8,975
2019-03-02,utente_2,utente_9,500
2019-03-02,utente_2,utente_10,834
2019-03-02,utente_3,utente_5,638
2019-03-02,utente_9,utente_6,557
2019-03-02,utente_5,utente_4,633
2019-03-02,utente_2,utente_5,884
2019-03-02,utente_6,utente_8,994
2019-03-02,utente_9,utente_1,58
2019-03-02,utente_8,utente_7,564
2019-03-02,utente_10,utente_8,704
2019-03-02,utente_8,utente_6,466
2019-03-02,utente_8,utente_3,969
2019-03-02,utente_10,utente_2,582
2019-03-02,utente_7,utente_4,633
2019-03-02,utente_6,utente_5,137
2019-03-02,utente_4,utente_9,997
2019-03-02,utente_3,utente_9,312
2019-03-02,utente_10,utente_6,378
2019-03-02,utente_10,utente_1,551
2019-03-02,utente_1,utente_4,973
2019-03-02,utente_5,utente_2,728
2019-03-02,utente_9,utente_1,518
2019-03-02,utente_4,utente_7,323
2019-03-02,utente_7,utente_8,815
2019-03-02,utente_1,utente_10,681
2019-03-02,utente_2,utente_9,962
2019-03-02,utente_7,utente_1,245
2019-03-02,utente_3,utente_8,647
2019-03-02,utente_2,utente_7,296
2019-03-02,utente_2,utente_7,681
2019-03-02,utente_2,utente_3,117
2019-03-02,utente_8,utente_10,570
2019-03-02,utente_10,utente_7,617
2019-03-02,utente_7,utente_2,493
2019-03-02,utente_3,utente_6,586
2019-03-02,utente_7,utente_10,203
2019-03-02,utente_6,utente_5,204
2019-03-02,utente_2,utente_10,966
2019-03-02,utente_8,utente_3,390
2019-03-02,utente_9,utente_2,622
2019-03-02,utente_2,utente_10,953
2019-03-02,utente_8,utente_2,945
2019-03-02,utente_8,utente_9,186
2019-03-02,utente_4,utente_7,94
2019-03-02,utente_1,utente_5,111
2019-03-02,utente_4,utente_10,974
2019-03-02,utente_10,utente_6,734
2019-03-02,utente_7,utente_3,557
2019-03-02,utente_1,utente_9,130
2019-03-02,utente_5,utente_7,238
2019-03-02,utente_7,utente_8,183
2019-03-02,utente_7,utente_3,572
2019-03-02,utente_6,utente_1,522
2019-03-02,utente_4,utente_8,174
2019-03-02,utente_8,utente_1,668
2019-03-02,utente_9,utente_7,967
2019-03-02,utente_5,utente_8,682
2019-03-02,utente_3,utente_7,104
2019-03-02,utente_8,utente_3,60
2019-03-02,utente_6,utente_2,956
2019-03-02,utente_6,utente_8,92
2019-03-02,utente_7,utente_3,251
2019-03-02,utente_5,utente_1,208
2019-03-02,utente_2,utente_10,289
2019-03-02,utente_10,utente_3,655
2019-03-02,utente_5,utente_2,227
2019-03-02,utente_7,utente_10,693
2019-03-02,utente_4,utente_3,221
2019-03-02,utente_8,utente_3,217
2019-03-02,utente_4,utente_5,378
2019-03-02,utente_8,utente_10,534
2019-03-02,utente_10,utente_9,982
2019-03-02,utente_10,utente_3,745
2019-03-02,utente_9,utente_8,66
2019-03-02,utente_1,utente_4,258
2019-03-02,utente_2,utente_6,91
2019-03-02,utente_5,utente_9,574
2019-03-02,utente_9,utente_1,496
2019-03-02,utente_1,utente_2,132
2019-03-02,utente_9,utente_8,299
2019-03-02,utente_6,utente_1,681
2019-03-02,utente_1,utente_4,792
2019-03-02,utente_7,utente_1,652
2019-03-02,utente_8,utente_1,693
2019-03-02,utente_6,utente_1,516
2019-03-02,utente_1,utente_2,420
2019-03-02,utente_2,utente_8,615
2019-03-02,utente_9,utente_10,9
2019-03-02,utente_4,utente_5,69
2019-03-02,utente_7,utente_1,421
2019-03-02,utente_3,utente_4,778
2019-03-02,utente_8,utente_9,283
2019-03-02,utente_9,utente_2,483
2019-03-02,utente_6,utente_5,855
2019-03-02,utente_2,utente_4,75
2019-03-02,utente_1,utente_9,125
2019-03-02,utente_10,utente_9,961
2019-03-02,utente_5,utente_8,260
2019-03-02,utente_10,utente_9,176
2019-03-02,utente_9,utente_6,755
2019-03-02,utente_9,utente_10,716
2019-03-02,utente_8,utente_9,423
2019-03-02,utente_1,utente_9,550
2019-03-02,utente_6,utente_8,720
2019-03-02,utente_2,utente_3,135
2019-03-02,utente_1,utente_7,113
2019-03-02,utente_1,utente_9,665
2019-03-02,utente_5,utente_3,268
2019-03-02,utente_5,utente_1,60
2019-03-02,utente_9,utente_6,168
2019-03-02,utente_1,utente_6,354
2019-03-02,utente_10,utente_2,122
2019-03-02,utente_10,utente_6,83
2019-03-02,utente_4,utente_3,706
2019-03-02,utente_10,utente_1,824
2019-03-02,utente_3,utente_1,269
2019-03-02,utente_7,utente_5,523
2019-03-02,utente_7,utente_10,705
2019-03-02,utente_7,utente_6,440
2019-03-02,utente_6,utente_7,160
2019-03-02,utente_6,utente_8,22
2019-03-02,utente_3,utente_5,145
2019-03-02,utente_2,utente_8,138
2019-03-02,utente_10,utente_7,130
2019-03-02,utente_9,utente_3,112
2019-03-02,utente_1,utente_3,988
2019-03-02,utente_10,utente_5,431
2019-03-02,utente_3,utente_7,183
2019-03-02,utente_3,utente_1,481
2019-03-02,utente_4,utente_8,293
2019-03-02,utente_3,utente_4,908
2019-03-02,utente_1,utente_6,414
2019-03-02,utente_10,utente_6,206
2019-03-02,utente_6,utente_2,394
2019-03-02,utente_3,utente_8,693
2019-03-02,utente_3,utente_7,322
2019-03-02,utente_3,utente_4,940
2019-03-02,utente_10,utente_2,516
2019-03-02,utente_4,utente_5,147
2019-03-02,utente_6,utente_5,131
2019-03-02,utente_3,utente_8,891
2019-03-02,utente_6,utente_3,892
2019-03-02,utente_1,utente_4,930
2019-03-02,utente_1,utente_3,772
2019-03-02,utente_5,utente_7,361
2019-03-02,utente_5,utente_7,356
2019-03-02,utente_4,utente_2,537
2019-03-02,utente_5,utente_6,203
2019-03-02,utente_2,utente_3,847
2019-03-02,utente_5,utente_7,186
2019-03-02,utente_7,utente_10,326
2019-03-02,utente_4,utente_1,277
2019-03-02,utente_1,utente_8,137
2019-03-02,utente_8,utente_10,683
2019-03-02,utente_4,utente_7,892
2019-03-02,utente_7,utente_1,814
2019-03-02,utente_6,utente_10,466
2019-03-02,utente_10,utente_1,881
2019-03-02,utente_8,utente_9,199
2019-03-02,utente_7,utente_9,996
2019-03-02,utente_6,utente_5,252
2019-03-02,utente_9,utente_6,310
2019-03-02,utente_10,utente_7,874
2019-03-02,utente_3,utente_1,302
2019-03-02,utente_3,utente_9,906
2019-03-02,utente_2,utente_3,380
2019-03-02,utente_1,utente_2,128
2019-03-02,utente_4,utente_9,189
2019-03-02,utente_4,utente_10,39
2019-03-02,utente_8,utente_10,236
2019-03-02,utente_4,utente_1,132
2019-03-02,utente_5,utente_1,836
2019-03-02,utente_2,utente_1,17
2019-03-02,utente_3,utente_4,49
2019-03-02,utente_5,utente_9,527
2019-03-02,utente_9,utente_3,906
2019-03-02,utente_4,utente_6,74
2019-03-02,utente_10,utente_7,575
2019-03-02,utente_5,utente_2,660
2019-03-02,utente_4,utente_5,6
2019-03-02,utente_6,utente_3,718
2019-03-02,utente_2,utente_8,251
2019-03-02,utente_2,utente_5,7
2019-03-02,utente_7,utente_10,658
2019-03-02,utente_8,utente_1,216
2019-03-02,utente_10,utente_2,392
2019-03-02,utente_2,utente_10,858
2019-03-02,utente_5,utente_4,982
2019-03-02,utente_1,utente_7,424
2019-03-02,utente_5,utente_4,673
2019-03-02,utente_8,utente_3,996
2019-03-02,utente_1,utente_7,253
2019-03-02,utente_3,utente_1,468
2019-03-02,utente_5,utente_6,338
2019-03-02,utente_4,utente_7,752
2019-03-02,utente_2,utente_7,519
2019-03-02,utente_7,utente_6,725
2019-03-02,utente_8,utente_10,190
2019-03-02,utente_7,utente_2,874
2019-03-02,utente_9,utente_4,305
2019-03-02,utente_2,utente_10,165
2019-03-02,utente_3,utente_6,122
2019-03-02,utente_7,utente_8,524
2019-03-02,utente_5,utente_2,272
2019-03-02,utente_4,utente_3,896
2019-03-02,utente_5,utente_9,20
2019-03-02,utente_10,utente_1,883
2019-03-02,utente_7,utente_1,253
2019-03-02,utente_5,utente_4,627
2019-03-02,utente_6,utente_10,115
2019-03-02,utente_2,utente_9,722
2019-03-02,utente_9,utente_5,41
2019-03-02,utente_7,utente_6,524
2019-03-02,utente_1,utente_8,639
2019-03-02,utente_10,utente_9,6
2019-03-02,utente_10,utente_5,878
2019-03-02,utente_3,utente_5,433
2019-03-02,utente_9,utente_7,984
2019-03-02,utente_8,utente_1,345
2019-03-02,utente_6,utente_1,97
2019-03-02,utente_7,utente_2,664
2019-03-02,utente_3,utente_7,809
2019-03-02,utente_9,utente_6,473
2019-03-02,utente_6,utente_5,796
2019-03-02,utente_7,utente_8,84
2019-03-02,utente_7,utente_6,307
2019-03-02,utente_3,utente_7,696
2019-03-02,utente_10,utente_2,169
2019-03-02,utente_8,utente_6,308
2019-03-02,utente_5,utente_10,633
2019-03-02,utente_2,utente_7,1000
2019-03-02,utente_10,utente_1,392
2019-03-02,utente_6,utente_7,322
2019-03-02,utente_1,utente_10,957
2019-03-02,utente_5,utente_7,920
2019-03-02,utente_8,utente_4,501
2019-03-02,utente_5,utente_6,301
2019-03-02,utente_5,utente_1,95
2019-03-02,utente_9,utente_6,758
2019-03-02,utente_2,utente_10,175
2019-03-02,utente_1,utente_5,331
2019-03-02,utente_4,utente_8,934
2019-03-02,utente_3,utente_10,827
2019-03-02,utente_8,utente_3,237
2019-03-02,utente_9,utente_3,390
2019-03-02,utente_5,utente_6,513
2019-03-02,utente_5,utente_6,986
2019-03-02,utente_6,utente_2,574
2019-03-02,utente_3,utente_9,883
2019-03-02,utente_8,utente_7,597
2019-03-02,utente_3,utente_4,211
2019-03-02,utente_2,utente_9,106
2019-03-02,utente_3,utente_6,902
2019-03-02,utente_6,utente_8,327
2019-03-02,utente_4,utente_5,216
2019-03-02,utente_4,utente_2,428
2019-03-02,utente_7,utente_5,447
2019-03-02,utente_2,utente_10,770
2019-03-02,utente_7,utente_10,834
2019-03-02,utente_6,utente_3,780
2019-03-02,utente_2,utente_7,603
2019-03-02,utente_8,utente_1,14
2019-03-02,utente_5,utente_10,513
2019-03-02,utente_3,utente_2,9
2019-03-02,utente_9,utente_6,435
2019-03-02,utente_5,utente_9,523
2019-03-02,utente_4,utente_5,847
2019-03-02,utente_4,utente_5,512
2019-03-02,utente_9,utente_10,22
2019-03-02,utente_5,utente_7,844
2019-03-02,utente_10,utente_6,912
2019-03-02,utente_6,utente_8,602
2019-03-02,utente_3,utente_1,888
2019-03-02,utente_10,utente_3,909
2019-03-02,utente_7,utente_5,700
2019-03-02,utente_5,utente_8,744
2019-03-02,utente_6,utente_2,573
2019-03-02,utente_10,utente_8,321
2019-03-02,utente_7,utente_2,916
2019-03-02,utente_9,utente_4,791
2019-03-02,utente_3,utente_4,536
2019-03-02,utente_10,utente_3,268
2019-03-02,utente_6,utente_3,889
2019-03-02,utente_1,utente_6,524
2019-03-02,utente_3,utente_8,191
2019-03-02,utente_4,utente_6,877
2019-03-02,utente_2,utente_1,824
2019-03-02,utente_2,utente_4,715
2019-03-02,utente_3,utente_5,807
2019-03-02,utente_10,utente_6,121
2019-03-02,utente_4,utente_3,671
2019-03-02,utente_2,utente_5,66
2019-03-02,utente_7,utente_1,577
2019-03-02,utente_1,utente_9,972
2019-03-02,utente_3,utente_9,60
2019-03-02,utente_9,utente_6,437
2019-03-02,utente_3,utente_7,103
2019-03-02,utente_9,utente_7,703
2019-03-02,utente_10,utente_6,243
2019-03-02,utente_3,utente_4,997
2019-03-02,utente_2,utente_7,454
2019-03-02,utente_2,utente_9,908
2019-03-02,utente_7,utente_6,809
2019-03-02,utente_10,utente_7,325
2019-03-02,utente_4,utente_2,137
2019-03-02,utente_6,utente_10,755
2019-03-02,utente_8,utente_5,671
2019-03-02,utente_2,utente_9,797
2019-03-02,utente_8,utente_2,190
2019-03-02,utente_2,utente_5,26
2019-03-02,utente_6,utente_1,757
2019-03-02,utente_8,utente_1,454
2019-03-02,utente_3,utente_9,322
2019-03-02,utente_3,utente_2,783
2019-03-02,utente_1,utente_10,498
2019-03-02,utente_10,utente_1,159
2019-03-02,utente_9,utente_2,769
2019-03-02,utente_8,utente_1,75
2019-03-02,utente_5,utente_10,746
2019-03-02,utente_8,utente_6,239
2019-03-02,utente_7,utente_3,836
2019-03-02,utente_2,utente_7,147
2019-03-02,utente_1,utente_8,432
2019-03-02,utente_4,utente_10,421
2019-03-02,utente_3,utente_10,627
2019-03-02,utente_4,utente_10,784
2019-03-02,utente_10,utente_5,644
2019-03-02,utente_6,utente_2,853
2019-03-02,utente_9,utente_8,562
2019-03-02,utente_3,utente_1,870
2019-03-02,utente_1,utente_10,227
2019-03-02,utente_5,utente_6,167
2019-03-02,utente_1,utente_3,80
2019-03-02,utente_8,utente_1,850
2019-03-02,utente_2,utente_7,703
2019-03-02,utente_5,utente_7,248
2019-03-02,utente_8,utente_6,425
2019-03-02,utente_4,utente_8,123
2019-03-02,utente_3,utente_4,209
2019-03-02,utente_1,utente_7,540
2019-03-02,utente_3,utente_10,569
2019-03-02,utente_3,utente_10,729
2019-03-02,utente_1,utente_10,882
2019-03-02,utente_6,utente_9,840
2019-03-02,utente_1,utente_6,911
2019-03-02,utente_2,utente_8,918
2019-03-02,utente_3,utente_4,81
2019-03-02,utente_2,utente_4,64
2019-03-02,utente_3,utente_7,44
2019-03-02,utente_2,utente_10,765
2019-03-02,utente_4,utente_6,136
2019-03-02,utente_3,utente_6,692
2019-03-02,utente_7,utente_1,527
2019-03-02,utente_10,utente_3,192
2019-03-02,utente_9,utente_4,369
2019-03-02,utente_7,utente_6,896
2019-03-02,utente_3,utente_1,791
2019-03-02,utente_9,utente_7,852
2019-03-02,utente_4,utente_6,690
2019-03-02,utente_6,utente_8,95
2019-03-02,utente_8,utente_3,250
2019-03-02,utente_3,utente_2,783
2019-03-02,utente_8,utente_2,23
2019-03-02,utente_10,utente_3,483
2019-03-02,utente_5,utente_1,224
2019-03-02,utente_10,utente_4,320
2019-03-02,utente_8,utente_2,353
2019-03-02,utente_1,utente_3,504
2019-03-02,utente_9,utente_8,591
2019-03-02,utente_3,utente_4,931
2019-03-02,utente_6,utente_9,824
2019-03-02,utente_2,utente_8,197
2019-03-02,utente_4,utente_8,585
2019-03-02,utente_6,utente_8,115
2019-03-02,utente_3,utente_4,157
2019-03-02,utente_7,utente_3,101
2019-03-02,utente_9,utente_10,571
2019-03-02,utente_4,utente_6,422
2019-03-02,utente_8,utente_3,290
2019-03-02,utente_7,utente_3,434
2019-03-02,utente_2,utente_8,312
2019-03-02,utente_1,utente_4,707
2019-03-02,utente_8,utente_2,312
2019-03-02,utente_2,utente_7,74
2019-03-02,utente_7,utente_10,296
2019-03-02,utente_7,utente_10,936
2019-03-02,utente_2,utente_6,834
2019-03-02,utente_3,utente_10,880
2019-03-02,utente_6,utente_8,523
2019-03-02,utente_7,utente_6,223
2019-03-02,utente_4,utente_3,372
2019-03-02,utente_10,utente_2,406
2019-03-02,utente_9,utente_1,726
2019-03-02,utente_9,utente_10,482
2019-03-02,utente_3,utente_2,494
2019-03-02,utente_6,utente_8,934
2019-03-02,utente_2,utente_8,255
2019-03-02,utente_10,utente_3,938
2019-03-02,utente_10,utente_9,504
2019-03-02,utente_9,utente_8,688
2019-03-02,utente_7,utente_9,1
2019-03-02,utente_9,utente_4,991
2019-03-02,utente_4,utente_7,727
2019-03-02,utente_6,utente_2,811
2019-03-02,utente_8,utente_5,676
2019-03-02,utente_3,utente_7,761
2019-03-02,utente_8,utente_4,153
2019-03-02,utente_1,utente_7,999
2019-03-02,utente_10,utente_3,25
2019-03-02,utente_7,utente_8,509
2019-03-02,utente_3,utente_1,535
2019-03-02,utente_3,utente_9,94
2019-03-02,utente_2,utente_10,267
2019-03-02,utente_2,utente_6,703
2019-03-02,utente_7,utente_1,157
2019-03-02,utente_4,utente_7,695
2019-03-02,utente_4,utente_8,883
2019-03-02,utente_1,utente_2,122
2019-03-02,utente_2,utente_1,812
2019-03-02,utente_7,utente_6,334
2019-03-02,utente_5,utente_6,233
2019-03-02,utente_7,utente_3,50
2019-03-02,utente_4,utente_7,266
2019-03-02,utente_3,utente_6,656
2019-03-02,utente_4,utente_5,231
2019-03-02,utente_3,utente_4,190
2019-03-02,utente_5,utente_10,935
2019-03-02,utente_7,utente_10,654
2019-03-02,utente_3,utente_6,629
2019-03-02,utente_4,utente_8,264
2019-03-02,utente_10,utente_7,189
2019-03-02,utente_3,utente_7,655
2019-03-02,utente_3,utente_7,523
2019-03-02,utente_9,utente_3,952
2019-03-02,utente_6,utente_5,290
2019-03-02,utente_7,utente_3,5
2019-03-02,utente_9,utente_4,995
2019-03-02,utente_7,utente_6,920
2019-03-02,utente_1,utente_6,83
2019-03-02,utente_3,utente_4,792
2019-03-02,utente_3,utente_4,117
2019-03-02,utente_4,utente_6,49
2019-03-02,utente_6,utente_10,814
2019-03-02,utente_9,utente_10,509
2019-03-02,utente_9,utente_6,26
2019-03-02,utente_10,utente_3,110
2019-03-02,utente_1,utente_7,705
2019-03-02,utente_7,utente_1,246
2019-03-02,utente_9,utente_2,456
2019-03-02,utente_5,utente_4,395
2019-03-02,utente_4,utente_9,945
2019-03-02,utente_10,utente_2,272
2019-03-02,utente_3,utente_10,729
2019-03-02,utente_9,utente_3,934
2019-03-02,utente_10,utente_6,150
2019-03-02,utente_5,utente_4,657
2019-03-02,utente_9,utente_8,25
2019-03-02,utente_1,utente_6,729
2019-03-02,utente_1,utente_2,818
2019-03-02,utente_8,utente_9,384
2019-03-02,utente_6,utente_3,474
2019-03-02,utente_1,utente_8,356
2019-03-02,utente_7,utente_5,773
2019-03-02,utente_6,utente_8,299
2019-03-02,utente_4,utente_6,901
2019-03-02,utente_5,utente_8,109
2019-03-02,utente_3,utente_10,758
2019-03-02,utente_8,utente_7,11
2019-03-02,utente_7,utente_4,550
2019-03-02,utente_3,utente_1,578
2019-03-02,utente_8,utente_1,919
2019-03-02,utente_1,utente_6,888
2019-03-02,utente_6,utente_8,215
2019-03-02,utente_2,utente_4,576
2019-03-02,utente_3,utente_9,72
2019-03-02,utente_6,utente_2,30
2019-03-02,utente_4,utente_10,282
2019-03-02,utente_4,utente_1,818
2019-03-02,utente_3,utente_4,996
2019-03-02,utente_5,utente_10,453
2019-03-02,utente_4,utente_2,480
2019-03-02,utente_9,utente_5,364
2019-03-02,utente_2,utente_6,332
2019-03-02,utente_5,utente_3,268
2019-03-02,utente_1,utente_3,264
2019-03-02,utente_1,utente_10,140
2019-03-02,utente_6,utente_2,90
2019-03-02,utente_6,utente_10,529
2019-03-02,utente_8,utente_7,253
2019-03-02,utente_3,utente_6,193
2019-03-02,utente_1,utente_6,31
2019-03-02,utente_1,utente_4,963
2019-03-02,utente_7,utente_5,356
2019-03-02,utente_3,utente_2,683
2019-03-02,utente_8,utente_10,949
2019-03-02,utente_5,utente_3,847
2019-03-02,utente_1,utente_7,219
2019-03-02,utente_8,utente_7,348
2019-03-02,utente_7,utente_3,634
2019-03-02,utente_1,utente_10,515
2019-03-02,utente_9,utente_6,774
2019-03-02,utente_7,utente_4,319
2019-03-02,utente_6,utente_3,680
2019-03-02,utente_4,utente_5,567
2019-03-02,utente_2,utente_1,362
2019-03-02,utente_9,utente_8,20
2019-03-02,utente_3,utente_9,288
2019-03-02,utente_3,utente_10,335
2019-03-02,utente_4,utente_9,369
2019-03-02,utente_2,utente_10,59
2019-03-02,utente_5,utente_7,203
2019-03-02,utente_9,utente_10,902
2019-03-02,utente_5,utente_4,226
2019-03-02,utente_5,utente_2,930
2019-03-02,utente_7,utente_4,920
2019-03-02,utente_5,utente_1,932
2019-03-02,utente_10,utente_6,603
2019-03-02,utente_6,utente_10,917
2019-03-02,utente_2,utente_5,369
2019-03-02,utente_9,utente_1,501
2019-03-02,utente_4,utente_5,109
2019-03-02,utente_2,utente_5,803
2019-03-02,utente_6,utente_10,15
2019-03-02,utente_8,utente_7,33
2019-03-02,utente_10,utente_3,93
2019-03-02,utente_8,utente_9,794
2019-03-02,utente_2,utente_7,332
2019-03-02,utente_1,utente_2,236
2019-03-02,utente_4,utente_9,672
2019-03-02,utente_1,utente_7,149
2019-03-02,utente_3,utente_1,225
2019-03-02,utente_2,utente_7,82
2019-03-02,utente_7,utente_2,176
2019-03-02,utente_9,utente_10,526
2019-03-02,utente_4,utente_10,216
2019-03-02,utente_8,utente_6,655
2019-03-02,utente_3,utente_8,243
2019-03-02,utente_3,utente_10,732
2019-03-02,utente_1,utente_3,545
2019-03-02,utente_10,utente_4,935
2019-03-02,utente_8,utente_9,288
2019-03-02,utente_8,utente_5,984
2019-03-02,utente_2,utente_5,816
2019-03-02,utente_6,utente_7,468
2019-03-02,utente_6,utente_4,102
2019-03-02,utente_7,utente_9,105
2019-03-02,utente_5,utente_1,293
2019-03-02,utente_4,utente_7,80
2019-03-02,utente_8,utente_5,73
2019-03-02,utente_1,utente_5,19
2019-03-02,utente_2,utente_6,140
2019-03-02,utente_4,utente_10,857
2019-03-02,utente_10,utente_6,938
2019-03-02,utente_2,utente_5,477
2019-03-02,utente_6,utente_3,388
2019-03-02,utente_3,utente_4,308
2019-03-02,utente_9,utente_4,192
2019-03-02,utente_10,utente_4,648
2019-03-02,utente_7,utente_3,665
2019-03-02,utente_1,utente_5,366
2019-03-02,utente_7,utente_6,862
2019-03-02,utente_4,utente_7,1
2019-03-02,utente_7,utente_5,121
2019-03-02,utente_9,utente_10,574
2019-03-02,utente_10,utente_5,26
2019-03-02,utente_7,utente_3,507
2019-03-02,utente_8,utente_10,66
2019-03-02,utente_4,utente_9,473
2019-03-02,utente_8,utente_1,450
2019-03-02,utente_3,utente_2,83
2019-03-02,utente_1,utente_7,938
2019-03-02,utente_5,utente_10,501
2019-03-02,utente_9,utente_4,885
2019-03-02,utente_10,utente_2,249
2019-03-02,utente_8,utente_4,832
2019-03-02,utente_3,utente_7,612
2019-03-02,utente_7,utente_9,432
2019-03-02,utente_7,utente_3,126
2019-03-02,utente_6,utente_10,296
2019-03-02,utente_5,utente_8,95
2019-03-02,utente_10,utente_6,859
2019-03-02,utente_9,utente_1,91
2019-03-02,utente_4,utente_10,63
2019-03-02,utente_5,utente_3,647
2019-03-02,utente_10,utente_1,760
2019-03-02,utente_4,utente_5,789
2019-03-02,utente_10,utente_1,70
2019-03-02,utente_6,utente_7,859
2019-03-02,utente_2,utente_10,595
2019-03-02,utente_2,utente_8,655
2019-03-02,utente_9,utente_1,535
2019-03-02,utente_1,utente_4,558
2019-03-02,utente_4,utente_2,665
2019-03-02,utente_3,utente_7,108
2019-03-02,utente_5,utente_10,775
2019-03-02,utente_1,utente_9,202
2019-03-02,utente_10,utente_6,613
2019-03-02,utente_8,utente_5,286
2019-03-02,utente_6,utente_9,213
2019-03-02,utente_9,utente_1,706
2019-03-02,utente_4,utente_5,20
2019-03-02,utente_6,utente_1,159
2019-03-02,utente_9,utente_4,700
2019-03-02,utente_4,utente_10,985
2019-03-02,utente_8,utente_9,982
2019-03-02,utente_2,utente_3,942
2019-03-02,utente_10,utente_9,535
2019-03-02,utente_8,utente_3,178
2019-03-02,utente_9,utente_4,805
2019-03-02,utente_10,utente_1,79
2019-03-02,utente_9,utente_3,903
2019-03-02,utente_10,utente_6,35
2019-03-02,utente_4,utente_6,127
2019-03-02,utente_8,utente_4,418
2019-03-02,utente_6,utente_2,829
2019-03-02,utente_6,utente_5,56
2019-03-02,utente_8,utente_9,957
2019-03-02,utente_2,utente_4,499
2019-03-02,utente_10,utente_3,513
2019-03-02,utente_7,utente_9,936
2019-03-02,utente_7,utente_5,76
2019-03-02,utente_6,utente_5,592
2019-03-02,utente_8,utente_7,865
2019-03-02,utente_4,utente_5,553
2019-03-02,utente_5,utente_10,627
2019-03-02,utente_10,utente_7,48
2019-03-02,utente_2,utente_7,372
2019-03-02,utente_7,utente_4,894
2019-03-02,utente_1,utente_7,691
2019-03-02,utente_3,utente_10,678
2019-03-02,utente_10,utente_5,197
2019-03-02,utente_6,utente_3,384
2019-03-02,utente_7,utente_3,291
2019-03-02,utente_1,utente_5,787
2019-03-02,utente_6,utente_5,626
2019-03-02,utente_6,utente_7,877
2019-03-02,utente_4,utente_9,492
2019-03-02,utente_10,utente_4,365
2019-03-02,utente_7,utente_2,725
2019-03-02,utente_2,utente_10,647
2019-03-02,utente_3,utente_10,387
2019-03-02,utente_5,utente_4,488
2019-03-02,utente_7,utente_5,563
2019-03-02,utente_2,utente_9,229
2019-03-02,utente_9,utente_10,995
2019-03-02,utente_10,utente_1,351
2019-03-02,utente_7,utente_1,868
2019-03-02,utente_9,utente_4,196
2019-03-02,utente_4,utente_7,186
2019-03-02,utente_7,utente_1,782
2019-03-02,utente_9,utente_2,412
2019-03-02,utente_4,utente_7,293
2019-03-02,utente_1,utente_6,361
2019-03-02,utente_5,utente_4,716
2019-03-02,utente_3,utente_8,15
2019-03-02,utente_6,utente_4,357
2019-03-02,utente_5,utente_10,765
2019-03-02,utente_3,utente_5,49
2019-03-02,utente_7,utente_2,538
2019-03-02,utente_10,utente_3,186
2019-03-02,utente_4,utente_2,446
2019-03-02,utente_3,utente_1,290
2019-03-02,utente_9,utente_8,961
2019-03-02,utente_2,utente_7,408
2019-03-02,utente_4,utente_7,119
2019-03-02,utente_5,utente_2,170
2019-03-02,utente_9,utente_7,691
2019-03-02,utente_10,utente_8,122
2019-03-02,utente_5,utente_3,954
2019-03-02,utente_6,utente_1,562
2019-03-02,utente_10,utente_7,991
2019-03-02,utente_8,utente_4,683
2019-03-02,utente_6,utente_5,71
2019-03-02,utente_4,utente_9,190
2019-03-02,utente_4,utente_3,886
2019-03-02,utente_1,utente_4,211
2019-03-02,utente_8,utente_4,58
2019-03-02,utente_5,utente_1,160
2019-03-02,utente_6,utente_3,172
2019-03-02,utente_2,utente_3,961
2019-03-02,utente_5,utente_2,912
2019-03-02,utente_5,utente_8,75
2019-03-02,utente_4,utente_6,162
2019-03-02,utente_5,utente_1,903
2019-03-02,utente_7,utente_10,387
2019-03-02,utente_4,utente_9,993
2019-03-02,utente_9,utente_8,425
2019-03-02,utente_3,utente_10,265
2019-03-02,utente_1,utente_10,174
2019-03-02,utente_5,utente_10,208
2019-03-02,utente_2,utente_10,197
2019-03-02,utente_10,utente_8,601
2019-03-02,utente_4,utente_9,136
2019-03-02,utente_5,utente_9,490
2019-03-02,utente_5,utente_4,534
2019-03-02,utente_5,utente_9,630
2019-03-02,utente_7,utente_5,31
2019-03-02,utente_5,utente_2,763
2019-03-02,utente_3,utente_7,257
2019-03-02,utente_10,utente_3,250
2019-03-02,utente_1,utente_10,540
2019-03-02,utente_8,utente_5,67
2019-03-02,utente_1,utente_3,314
2019-03-02,utente_10,utente_5,304
2019-03-02,utente_3,utente_10,987
2019-03-02,utente_7,utente_10,102
